Time,chillersFMU.mCenChi,chillersFMU.mAbsChi,chillersFMU.TWetBul,chillersFMU.Qchp,chillersFMU.mChiWat,chillersFMU.pChi,chillersFMU.pFan,chillersFMU.TchiSup,chillersFMU.TchiAbsSup,chillersFMU.QchiAbs,chillersFMU.pPumAbs,chillersFMU.pFanAbs,chillersFMU.absChiOn,chillersFMU.yVal,chillersFMU.pPum
1130400,0,0,270.55,1143379,0,0,5000,293.15,293.15,0,0,0,0,0,0
1134000,0,0,269.66,1143835.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1137600,0,0,269.52,1144292.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1141200,0,0,268.65,1144748.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1144800,0,0,269.56,1145205.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1148400,0,0,268.66,1145662.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1152000,0,0,267.94,1146118.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1155600,0,0,269.21,1146575.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1159200,0,0,269.76,1147032,0,0,5000,293.15,293.15,0,0,0,0,0,0
1162800,0,0,270.26,1147488.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1166400,0,0,270.52,1147945.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1170000,0,0,270.4,1148401.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1173600,0,0,270.4,1148858.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1177200,0,0,270.15,1149315.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1180800,0,0,269.83,1149771.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1184400,0,0,269.45,1150228.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1188000,0,0,269.03,1150684.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1191600,0,0,268.15,1151141.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1195200,0,0,269.21,1151598.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1198800,0,0,269.36,1152054.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1202400,0,0,268.66,1152511.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1206000,0,0,267.94,1152968,0,0,5000,293.15,293.15,0,0,0,0,0,0
1209600,0,0,267.61,1153424.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1213200,0,0,267.61,1153881.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1216800,0,0,267.32,1154337.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1220400,0,0,267.75,1154794.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1224000,0,0,267.18,1155251.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1227600,0,0,266.74,1155707.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1231200,0,0,267.04,1156164.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1234800,0,0,265.49,1156621,0,0,5000,293.15,293.15,0,0,0,0,0,0
1238400,0,0,264.9,1157077.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1242000,0,0,264.41,1157534.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1245600,0,0,265.21,1157990.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1249200,0,0,264.64,1158447.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1252800,0,0,264.49,1158904.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1256400,0,0,263.69,1159360.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1260000,0,0,264.64,1159817.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1263600,0,0,263.1,1160274,0,0,5000,293.15,293.15,0,0,0,0,0,0
1267200,0,0,261.56,1160730.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1270800,0,0,261.1,1161187.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1274400,0,0,260.61,1161643.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1278000,0,0,260.61,1162100.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1281600,0,0,260.02,1162557.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1285200,0,0,260.49,1163013.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1288800,0,0,259.91,1163470.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1292400,0,0,259.42,1163927,0,0,5000,293.15,293.15,0,0,0,0,0,0
1296000,0,0,258.33,1164383.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1299600,0,0,257.09,1164840.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1303200,0,0,257.58,1165296.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1306800,0,0,256.67,1165753.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1310400,0,0,256.18,1166210,0,0,5000,293.15,293.15,0,0,0,0,0,0
1314000,0,0,256.67,1166666.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1317600,0,0,256.67,1167123.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1321200,0,0,256.67,1167579.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1324800,0,0,257.16,1168036.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1328400,0,0,257.75,1168493.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1332000,0,0,259.8,1168949.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1335600,0,0,260.94,1169406.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1339200,0,0,260.38,1169863,0,0,5000,293.15,293.15,0,0,0,0,0,0
1342800,0,0,260.84,1170319.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1346400,0,0,260.84,1170776.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1350000,0,0,258.56,1171232.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1353600,0,0,258.56,1171689.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1357200,0,0,258.33,1172146.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1360800,0,0,258.74,1172602.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1364400,0,0,257.75,1173059.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1368000,0,0,257.67,1173516,0,0,5000,293.15,293.15,0,0,0,0,0,0
1371600,0,0,257.67,1173972.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1375200,0,0,257.67,1174429.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1378800,0,0,257.16,1174885.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1382400,0,0,257.09,1175342.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1386000,0,0,254.53,1175799.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1389600,0,0,252.28,1176255.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1393200,0,0,250.64,1176712.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1396800,0,0,250,1177169,0,0,5000,293.15,293.15,0,0,0,0,0,0
1400400,0,0,249.57,1177625.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1404000,0,0,253.38,1178082.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1407600,0,0,254.38,1178538.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1411200,0,0,255.52,1178995.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1414800,0,0,258.15,1179452,0,0,5000,293.15,293.15,0,0,0,0,0,0
1418400,0,0,261.79,1179908.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1422000,0,0,263.41,1180365.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1425600,0,0,264.87,1180821.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1429200,0,0,265.65,1181278.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1432800,0,0,266.25,1181735.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1436400,0,0,266.25,1182191.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1440000,0,0,266.65,1182648.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1443600,0,0,264.22,1183105,0,0,5000,293.15,293.15,0,0,0,0,0,0
1447200,0,0,263.23,1183561.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1450800,0,0,262.8,1184018.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1454400,0,0,261.86,1184474.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1458000,0,0,261.79,1184931.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1461600,0,0,261.31,1185388.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1465200,0,0,260.47,1185844.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1468800,0,0,261.4,1186301.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1472400,0,0,261.4,1186758,0,0,5000,293.15,293.15,0,0,0,0,0,0
1476000,0,0,261.4,1187214.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1479600,0,0,262.45,1187671.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1483200,0,0,261.96,1188127.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1486800,0,0,261.86,1188584.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1490400,0,0,261.86,1189041.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1494000,0,0,262.45,1189497.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1497600,0,0,262.8,1189954.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1501200,0,0,264.51,1190411,0,0,5000,293.15,293.15,0,0,0,0,0,0
1504800,0,0,266.93,1190867.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1508400,0,0,269.68,1191324.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1512000,0,0,270.94,1191780.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1515600,0,0,271.73,1192237.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1519200,0,0,272.77,1192694.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1522800,0,0,272.78,1193150.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1526400,0,0,272.49,1193607.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1530000,0,0,270.54,1194063.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1533600,0,0,269.68,1194520.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1537200,0,0,269.11,1194977.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1540800,0,0,269.82,1195433.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1544400,0,0,269.26,1195890.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1548000,0,0,269.36,1196347,0,0,5000,293.15,293.15,0,0,0,0,0,0
1551600,0,0,269.93,1196803.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1555200,0,0,269.56,1197260.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1558800,0,0,269.66,1197716.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1562400,0,0,268.79,1198173.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1566000,0,0,269.26,1198630.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1569600,0,0,269.36,1199086.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1573200,0,0,268.66,1199543.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1576800,0,0,268.23,1200000,0,0,5000,293.15,293.15,0,0,0,0,0,0
1580400,0,0,267.89,1200456.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1584000,0,0,267.63,1200913.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1587600,0,0,267.49,1201369.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1591200,0,0,267.89,1201826.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1594800,0,0,267.61,1202283.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1598400,0,0,267.75,1202739.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1602000,0,0,267.61,1203196.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1605600,0,0,267.18,1203653,0,0,5000,293.15,293.15,0,0,0,0,0,0
1609200,0,0,266.44,1204109.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1612800,0,0,266.27,1204566.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1616400,0,0,265.69,1205022.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1620000,0,0,265.06,1205479.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1623600,0,0,263.9,1205936.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1627200,0,0,262.39,1206392.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1630800,0,0,261.44,1206849.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1634400,0,0,260.98,1207305.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1638000,0,0,262.72,1207762.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1641600,0,0,261.44,1208219.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1645200,0,0,260.86,1208675.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1648800,0,0,260.38,1209132.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1652400,0,0,259.8,1209589,0,0,5000,293.15,293.15,0,0,0,0,0,0
1656000,0,0,258.25,1210045.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1659600,0,0,259.13,1210502.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1663200,0,0,257.58,1210958.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1666800,0,0,254.53,1211415.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1670400,0,0,257.51,1211872.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1674000,0,0,258.86,1212328.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1677600,0,0,261.05,1212785.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1681200,0,0,263.78,1213242,0,0,5000,293.15,293.15,0,0,0,0,0,0
1684800,0,0,265.56,1213698.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1688400,0,0,267.27,1214155.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1692000,0,0,268.02,1214611.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1695600,0,0,268.63,1215068.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1699200,0,0,268.41,1215525.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1702800,0,0,267.1,1215981.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1706400,0,0,263.91,1216438.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1710000,0,0,264.14,1216895,0,0,5000,293.15,293.15,0,0,0,0,0,0
1713600,0,0,262.8,1217351.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1717200,0,0,261.86,1217808.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1720800,0,0,261.31,1218264.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1724400,0,0,259.21,1218721.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1728000,0,0,260.17,1219178.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1731600,0,0,262.06,1219634.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1735200,0,0,258.38,1220091.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1738800,0,0,259.52,1220548,0,0,5000,293.15,293.15,0,0,0,0,0,0
1742400,0,0,258.94,1221004.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1746000,0,0,264.06,1221461.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1749600,0,0,265.65,1221917.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1753200,0,0,266.49,1222374.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1756800,0,0,266.07,1222831,0,0,5000,293.15,293.15,0,0,0,0,0,0
1760400,0,0,266.85,1223287.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1764000,0,0,268.13,1223744.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1767600,0,0,268.92,1224200.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1771200,0,0,269.96,1224657.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1774800,0,0,270.24,1225114.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1778400,0,0,269.53,1225570.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1782000,0,0,268.31,1226027.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1785600,0,0,268.15,1226484,0,0,5000,293.15,293.15,0,0,0,0,0,0
1789200,0,0,267.27,1226940.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1792800,0,0,265.7,1227397.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1796400,0,0,264.14,1227853.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1800000,0,0,264.14,1228310.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1803600,0,0,261.79,1228767.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1807200,0,0,262.06,1229223.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1810800,0,0,261.5,1229680.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1814400,0,0,258.74,1230137,0,0,5000,293.15,293.15,0,0,0,0,0,0
1818000,0,0,259.6,1230593.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1821600,0,0,260.09,1231050.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1825200,0,0,259.44,1231506.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1828800,0,0,258.94,1231963.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1832400,0,0,259.27,1232420.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1836000,0,0,260.11,1232876.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1839600,0,0,260.11,1233333.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1843200,0,0,260.98,1233790,0,0,5000,293.15,293.15,0,0,0,0,0,0
1846800,0,0,263.18,1234246.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1850400,0,0,265.97,1234703.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1854000,0,0,268.92,1235159.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1857600,0,0,271.33,1235616.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1861200,0,0,271.7,1236073,0,0,5000,293.15,293.15,0,0,0,0,0,0
1864800,0,0,272.77,1236529.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1868400,0,0,273.31,1236986.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1872000,0,0,272.85,1237442.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1875600,0,0,272.24,1237899.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1879200,0,0,271.62,1238356.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1882800,0,0,272.24,1238812.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1886400,0,0,272.01,1239269.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1890000,0,0,272.09,1239726,0,0,5000,293.15,293.15,0,0,0,0,0,0
1893600,0,0,272.32,1240182.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1897200,0,0,272.24,1240639.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1900800,0,0,272.32,1241095.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1904400,0,0,272.93,1241552.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1908000,0,0,271.39,1242009.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1911600,0,0,268.31,1242465.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1915200,0,0,267.27,1242922.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1918800,0,0,267.06,1243379,0,0,5000,293.15,293.15,0,0,0,0,0,0
1922400,0,0,266.38,1243835.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1926000,0,0,265.17,1244292.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1929600,0,0,266.92,1244748.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1933200,0,0,269.12,1245205.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1936800,0,0,271.02,1245662.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1940400,0,0,275.05,1246118.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1944000,0,0,276.26,1246575.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1947600,0,0,275.43,1247032,0,0,5000,293.15,293.15,0,0,0,0,0,0
1951200,0,0,275.09,1247488.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
1954800,0,0,275.09,1247945.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1958400,0,0,273.8,1248401.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1962000,0,0,273.46,1248858.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1965600,0,0,273.19,1249315.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1969200,0,0,272.35,1249771.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1972800,0,0,271.96,1250228.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
1976400,0,0,271.73,1250684.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
1980000,0,0,271.56,1251141.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
1983600,0,0,271.39,1251598.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
1987200,0,0,270.87,1252054.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
1990800,0,0,270.87,1252511.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
1994400,0,0,270.14,1252968,0,0,5000,293.15,293.15,0,0,0,0,0,0
1998000,0,0,270.54,1253424.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
2001600,0,0,270.14,1253881.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
2005200,0,0,270.37,1254337.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
2008800,0,0,270.21,1254794.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
2012400,0,0,269.66,1255251.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
2016000,0,0,269.21,1255707.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
2019600,0,0,270.26,1256164.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
2023200,0,0,273.62,1256621,0,0,5000,293.15,293.15,0,0,0,0,0,0
2026800,0,0,275.23,1257077.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
2030400,0,0,274.97,1257534.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
2034000,0,0,274.66,1257990.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
2037600,0,0,274.66,1258447.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
2041200,0,0,275.81,1258904.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
2044800,0,0,275.05,1259360.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
2048400,0,0,273.89,1259817.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
2052000,0,0,273.73,1260274,0,0,5000,293.15,293.15,0,0,0,0,0,0
2055600,0,0,273.17,1260730.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
2059200,0,0,273.89,1261187.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
2062800,0,0,273.17,1261643.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
2066400,0,0,273.17,1262100.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
2070000,0,0,272.78,1262557.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
2073600,0,0,272.64,1263013.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
2077200,0,0,273.47,1263470.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
2080800,0,0,272.37,1263927,0,0,5000,293.15,293.15,0,0,0,0,0,0
2084400,0,0,273.73,1264383.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
2088000,0,0,274.05,1264840.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
2091600,0,0,273.47,1265296.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
2095200,0,0,272.78,1265753.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
2098800,0,0,271.33,1266210,0,0,5000,293.15,293.15,0,0,0,0,0,0
2102400,0,0,271.45,1266666.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
2106000,0,0,274.21,1267123.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
2109600,0,0,275.43,1267579.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
2113200,0,0,275.4,1268036.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
2116800,0,0,275.26,1268493.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
2120400,0,0,275.7,1268949.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
2124000,0,0,275.97,1269406.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
2127600,0,0,276.46,1269863,0,0,5000,293.15,293.15,0,0,0,0,0,0
2131200,0,0,276.55,1270319.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
2134800,0,0,275.84,1270776.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
2138400,0,0,275.4,1271232.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
2142000,0,0,274.12,1271689.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
2145600,0,0,274.74,1272146.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
2149200,0,0,273.8,1272602.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
2152800,0,0,273.06,1273059.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
2156400,0,0,272.81,1273516,0,0,5000,293.15,293.15,0,0,0,0,0,0
2160000,0,0,272.45,1273972.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
2163600,0,0,272.17,1274429.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
2167200,0,0,272.26,1274885.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
2170800,0,0,271.99,1275342.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
2174400,0,0,274.27,1275799.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
2178000,0,0,274.61,1276255.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
2181600,0,0,274.43,1276712.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
2185200,0,0,273.28,1277169,0,0,5000,293.15,293.15,0,0,0,0,0,0
2188800,0,0,275.67,1277625.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
2192400,0,0,276.56,1278082.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
2196000,0,0,277.32,1278538.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
2199600,0,0,277.98,1278995.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
2203200,0,0,277.95,1279452,0,0,5000,293.15,293.15,0,0,0,0,0,0
2206800,0,0,278.19,1279908.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
2210400,0,0,278.78,1280365.2,0,0,5000,293.15,293.15,0,0,0,0,0,0
2214000,0,0,277.31,1280821.9,0,0,5000,293.15,293.15,0,0,0,0,0,0
2217600,0,0,276.91,1281278.5,0,0,5000,293.15,293.15,0,0,0,0,0,0
2221200,0,0,277.01,1281735.1,0,0,5000,293.15,293.15,0,0,0,0,0,0
2224800,0,0,275.88,1282191.8,0,0,5000,293.15,293.15,0,0,0,0,0,0
2228400,0,0,277.01,1282648.4,0,0,5000,293.15,293.15,0,0,0,0,0,0
2232000,0,0,276.56,1283105,0,0,5000,293.15,293.15,0,0,0,0,0,0
2235600,0,0,276.91,1283561.6,0,0,5000,293.15,293.15,0,0,0,0,0,0
